iMPALA	iMPASA	iMPALN	iMPASN	iMPAR	iA	iBPC	iBPR	iBPAR	iCL	iCi	iCMBD	iCMX	iCMY	iCo	iCHA	iCHC	iE	iOEX	iOEY	iMECD	iMARA	iOSA	iR	iSC	iAZRM	iNZRM	iMPALAt	iMPASAt	iMPALNt	iMPASNt	iMPARt	iAt	iBPCt	iBPRt	iBPARt	iCaLt	iCit	iCMBDt	iCMXt	iCMYt	iCot	iCHAt	iCHCt	iEt	iMECDt	iMARAt	iRt	iSCt	iAZRMt	iNZRMt	iNI	iNL	iPH	iMLI	iBM
26315100000	19568800000	0.600958	0.446894	1.34474	209257	22855	2496.22	0.10922	1632.92	117849	-11.3614	1287.64	998.167	0.130299	1605980	4654.68	0.0216172	1461	1362	1681.9	1967350	209257	66369.5	7	45883900000	1.04785	1.23E+11	4831620000	0.849146	0.03328	25.5152	381026	13871	504.965	0.0364043	2186.85	59026.6	19.8364	1171.79	1059.68	0.310117	1228650	4984.48	0.854833	2252.46	1833450	9144.1	6	1.28E+11	0.882426	8	12	75.465	6.40175	249629.0166
31061300000	5579430000	1.13522	0.203916	5.5671	165413	14741	1313.66	0.0891163	1423.64	184060	-3.19918	1320.82	1080.67	0.142579	1160150	4173.82	0.483653	1335	1369	1523.31	1627340	165413	204808	23	36640700000	1.33914	51267400000	8866130000	0.688738	0.119109	5.78239	272831	11085	450.379	0.0406296	1839.84	132357	12.9218	1246.79	1001.22	0.333916	817064	4299.68	0.497192	1894.44	1476470	64209.4	20	60133500000	0.807847	7	11	78.283	7.559857143	186354.777
23392700000	18628100000	0.576183	0.458828	1.25577	201493	18235	1650.26	0.0904994	1545.62	13258.5	-1.32343	1351.26	1139.9	0.156052	1291200	4243.35	0.0128562	1462	1147	1578.28	1587070	201493	872.428	1	42020900000	1.03501	73080200000	1424970000	1.02389	0.0199646	51.2854	267161	12112	549.109	0.045336	2030.68	156478	-31.3473	1378.95	1114.02	0.504375	529687	4249.87	0.92496	2090.6	824535	91650.7	26	74505100000	1.04385	8	12	72.203	5.399125	225874.0429
16211200000	8571930000	0.603996	0.319372	1.8912	163829	16487	1659.18	0.100635	1427.27	215930	14.9521	1327.7	1067.28	0.141783	1155500	4024.71	0.0950148	1271	1193	1491.65	1421350	163829	284600	17	24783100000	0.923368	61877100000	6302960000	0.555238	0.0565579	9.81716	333830	12186	444.833	0.0365036	1752.79	36795.9	-67.4319	1486.17	949.122	0.430658	775162	3946.62	0.664402	1805.16	1202020	4055.77	5	68180100000	0.611796	7	10	67.235	5.296285714	198334.3798
26546900000	17381300000	0.820315	0.537092	1.52733	179894	21357	2535.5	0.11872	1573.18	1916.31	-12.8046	1264.08	914.686	0.114831	1566590	4699.01	0.0435349	1463	1447	1707.95	2099860	179894	20.4135	9	43928200000	1.35741	1.30E+11	3910870000	0.820362	0.0246859	33.232	398027	13744	474.585	0.0345303	2097.28	121571	5.8554	1349.99	1129.98	0.448904	886665	4673.62	0.886564	2143.77	1258210	37132	14	1.34E+11	0.845048	7	14	80.28	7.967714286	237067.29
25916300000	16031700000	0.460997	0.285171	1.61656	237103	19343	1578.01	0.0815806	1336.82	67686.1	7.27968	1312.72	1180.92	0.203855	1163100	3942.9	0.0555256	1312	1184	1393.01	1482450	237103	19322.4	5	41948000000	0.746168	65514100000	2334050000	0.552856	0.0196965	28.0688	344240	7521	164.32	0.0218481	1670.58	39991.3	17.9883	1266.85	1074.89	0.58175	591732	3639.53	0.867129	1720.67	773722	4645.91	7	67848200000	0.572553	9	16	70.222	4.487666667	225918.8749
14768900000	2286320000	0.470498	0.0728362	6.45967	177172	10009	565.44	0.0564931	1170.71	30727	18.1261	1360.05	1089.46	0.373691	474113	2900.51	0.535666	554	1146	1194.32	605752	177172	5329.01	5	17055200000	0.543334	60397500000	1435610000	0.7895	0.018766	42.0708	276588	7569	207.13	0.0273656	1726.36	17662.3	0.357607	1238.15	950.673	0.556346	497151	3711.72	0.909286	1765.42	602088	1127.88	3	61833100000	0.808266	7	14	67.84	5.731714286	199393.7251
33918400000	20125100000	0.914542	0.542634	1.68538	192582	24319	3070.97	0.126279	1661.88	214555	11.3352	1316.31	847.29	0.108297	1778270	4880.17	0.06514	1430	1547	1729.82	2204720	192582	239036	11	54043500000	1.45718	1.02E+11	5028210000	0.818532	0.0401834	20.3699	353739	17342	850.189	0.0490249	2046.87	48021.9	20.2015	1368.55	1111.73	0.389342	908556	4679.08	0.82158	2103.35	1063800	6519.23	5	1.07E+11	0.858715	7	13	91.949	9.213571429	236199.7289
21478700000	16115900000	0.616607	0.462652	1.33276	186638	21351	2442.51	0.114398	1464.8	101808	0.766053	1274.74	1079.18	0.137144	1360890	4267.54	0.0203486	1459	1197	1525.24	1743550	186638	55534.8	6	37594600000	1.07926	61956200000	875729000	1.06662	0.0150763	70.7482	241011	7593	239.216	0.0315048	1896.9	11900.5	10.2977	1289.31	999.521	0.494615	487270	4060.03	0.945027	1951.49	661805	587.611	2	62831900000	1.0817	7	11	66.969	5.191	190523.1978
16046600000	14141400000	0.287809	0.253637	1.13473	236124	19229	1565.93	0.081436	1238.56	100078	17.3636	1318.46	1045.72	0.251555	938656	3602.22	0.00398321	1147	1155	1295.18	1250920	236124	42416.5	8	30188000000	0.541445	80896400000	2376030000	0.689267	0.0202446	34.0469	342587	12327	443.551	0.0359821	1832.01	52177	27.5491	1329.33	1105.71	0.447715	765190	4134.52	0.889124	1884.95	1098780	7946.72	7	83272400000	0.709511	8	14	73.964	5.43175	259270.5416
23794700000	16350900000	0.695379	0.477839	1.45526	184982	24446	3230.62	0.132153	1540.19	280983	0.466384	1285.17	895.434	0.135071	1369520	4332.67	0.0343811	1241	1406	1592.61	1733880	184982	426807	18	40145600000	1.17322	65453600000	5972670000	0.702797	0.0641305	10.9588	305177	8570	240.663	0.0280821	1802.72	46651.3	4.58378	1425.28	1131.68	0.376215	811176	4080.23	0.693489	1841.87	1144000	7131.41	7	71426200000	0.766927	8	12	86.977	7.462875	219856.996
18317200000	16965700000	0.399194	0.369739	1.07966	214209	17333	1402.52	0.0809163	1325.46	60287.9	7.17013	1277.06	1116.74	0.188369	1137180	3883.58	0.00146733	1281	1123	1358.28	1436160	214209	16967.7	5	35282900000	0.768933	63884100000	2800770000	0.644359	0.0282496	22.8095	314871	12129	467.216	0.0385205	1822.01	66064.2	-10.0267	1414.55	1093.93	0.481599	653803	3956.44	0.839056	1873.31	948156	13861.2	9	66684900000	0.672608	6	11	69.141	6.32	239486.6871
22857900000	11063400000	0.394478	0.19093	2.06609	240717	18463	1416.11	0.0767	1421.28	218166	43.4213	1356.41	1070.1	0.199692	1205440	4024.3	0.120897	1208	1331	1457.71	1569820	240717	197727	16	33921300000	0.585408	1.09E+11	11341000000	0.593882	0.0619575	9.58532	427837	14660	502.331	0.0342654	2008.16	112703	53.8177	1168.85	970.225	0.336348	1272010	4856.3	0.657817	2075.78	1877040	29688.7	11	1.20E+11	0.655839	8	14	73.033	4.562375	291630.6046
13975800000	9641440000	0.94455	0.651612	1.44956	121640	17914	2638.21	0.147271	1301.39	175898	2.00983	1254.59	1138.44	0.113349	1073140	3783.59	0.033682	1077	1182	1342.77	1267800	121640	254359	16	23617300000	1.59616	36539700000	1845060000	0.682552	0.0344653	19.804	231374	6119	161.825	0.0264464	1470.53	14227.2	-42.7595	1421.09	1006.46	0.546742	423187	3230.29	0.816971	1510.88	567696	874.833	3	38384700000	0.717017	7	11	71.739	6.996285714	162679.3434
3258710000	230612000	0.924666	0.0654367	14.1307	59365	6045	615.548	0.101828	939.639	32290.9	-1.01469	1390.9	1225.54	0.241055	246272	2215.54	0.753109	385	930	967.674	314153	59365	17564.2	8	3489320000	0.990103	5373030000	915038000	0.675637	0.115062	5.87192	89177	5414	328.688	0.0607107	955.147	16256.1	-46.3986	1240.25	902.008	0.284506	313445	2393.72	0.502625	982.661	452480	2963.34	4	6288070000	0.790699	8	12	54.845	4.5775	66228.86996
26755000000	16604600000	1.02825	0.63815	1.6113	161307	19923	2460.69	0.12351	1666.28	115632	-5.2726	1335.25	868.55	0.103329	1561100	4655.26	0.0548013	1270	1547	1723.25	1938350	161307	82890.4	7	43359600000	1.6664	52465300000	4656590000	0.730329	0.0648208	11.2669	268026	34001	4313.27	0.126857	1816.82	730897	30.9686	1371.03	1079.66	0.338404	792029	4200.33	0.700501	1881.18	1139190	1993130	60	57121900000	0.79515	12	14	126.528	8.343916667	183015.482
25735300000	16138200000	0.554926	0.347986	1.59468	215351	19247	1720.2	0.089375	1464.08	391535	-2.51874	1250.69	975	0.176025	1223410	4235.78	0.0525292	1451	1295	1561.67	1667830	215351	711859	32	41873500000	0.902912	1.08E+11	17315800000	0.460272	0.074108	6.21082	483380	16603	570.275	0.0343477	2003.94	52510.3	-16.3452	1057.67	1136.32	0.350796	1377950	4804.21	0.522207	2064.06	1868260	5704.28	5	1.25E+11	0.53438	9	13	80.002	5.909111111	253211.7533
26339000000	21336600000	0.617423	0.50016	1.23445	206542	25083	3046.15	0.121443	1667.17	65715.1	2.78828	1272.5	787.756	0.116141	1778370	4910.49	0.0110094	1463	1538	1735.7	2247090	206542	20908.5	4	47675600000	1.11758	1.28E+11	14488500000	0.662672	0.0749294	8.84394	439729	17095	664.589	0.0388762	2144.19	40196.1	-6.99605	1385.92	1106.94	0.306471	1434810	5310.87	0.634937	2219.2	1719760	3674.36	4	1.43E+11	0.737601	11	13	98.246	7.194090909	245570.818
14932800000	13015400000	0.474294	0.413393	1.14732	177438	19483	2139.27	0.109802	1620.12	109210	44.8103	1284.52	1062.8	0.115964	1530120	4643.98	0.00470692	1463	1225	1701.45	1788150	177438	67217.4	7	27948200000	0.887687	58405000000	3778340000	0.834062	0.0539571	15.4579	264622	12752	614.512	0.0481895	2008.75	39452.7	25.2122	1431.78	1039.39	0.277131	954864	4423.02	0.771723	2068.79	1281940	5882.04	4	62183400000	0.888019	9	12	59.356	4.104444444	174746.1588
17312600000	7631020000	0.621943	0.274139	2.26871	166842	15780	1492.48	0.0945805	1399.58	35037.5	14.8268	1279.72	1074.69	0.140861	1184440	4052.07	0.150651	1204	1341	1464.69	1530990	166842	7358.04	3	24943600000	0.896083	31641600000	2471540000	0.577773	0.0451299	12.8024	234019	11411	556.412	0.048761	1740.52	491.985	42.7835	1279.6	1109.87	0.318377	735037	3893.65	0.731193	1792.73	1019920	1.03431	15	34113200000	0.622903	10	14	75.22	4.8928	181192.259
13209400000	6229740000	0.608473	0.286965	2.12037	147340	17050	1973.01	0.115719	1457.6	119080	6.74464	1270.4	1259.88	0.140964	1045230	3866.28	0.128918	1456	995	1501.15	1358430	147340	96241	9	19439100000	0.895438	30944200000	888796000	0.818144	0.0234991	34.8159	194480	9577	471.611	0.0492441	1732.4	1179.75	17.0076	1322.12	1069.91	0.345729	562521	3692.25	0.891436	1783.84	864446	7.15656	9	31833000000	0.841643	9	12	48.665	3.437444444	145017.3254
28328400000	13988500000	1.08847	0.537489	2.02511	161325	19301	2309.18	0.11964	1670.1	47841.7	2.7991	1277.21	850.24	0.109625	1471600	4539.94	0.114831	1124	1547	1720.2	1736160	161325	14187.7	3	42316900000	1.62596	46327800000	1810140000	0.869301	0.0339658	25.5935	230853	27151	3193.27	0.117612	1748.75	872.406	0.414465	1295.59	1091.04	0.370289	623440	3942.44	0.855243	1793.69	753965	3.29687	62	48137900000	0.903267	11	12	120.48	8.757454545	171852.3116
23437400000	2984110000	0.461818	0.0588	7.85405	225278	10686	506.888	0.0474347	1322.01	52138.2	48.9054	1315.35	982.674	0.421343	534667	3158.15	0.599254	520	1318	1361.67	669729	225278	12066.8	6	26421500000	0.520619	85929800000	1339770000	0.762616	0.0118903	64.1378	335675	9012	241.949	0.0268474	1937.25	45313.3	8.74598	1343.86	1085.94	0.714835	469584	4054.08	0.939534	1989.32	580472	6116.9	8	87269600000	0.774506	8	13	78.314	5.911375	241584.4917
16790200000	7719350000	0.466721	0.214577	2.17507	189670	18910	1885.32	0.0996995	1403.04	95211.6	-0.726416	1311.69	986.229	0.159231	1191170	4031.39	0.136969	1178	1395	1445.01	1543160	189670	47794.8	7	24509500000	0.681298	63207900000	11557200000	0.41093	0.0751361	5.46914	392195	14846	561.975	0.0378536	1801.93	58909.1	17.3091	1319.23	1067.69	0.346147	1133030	4374.83	0.47726	1855.63	1734330	8848.37	7	74765200000	0.486066	10	13	84.642	5.6938	234329.1613
24340000000	12750800000	0.665079	0.34841	1.9089	191304	24014	3014.43	0.125528	1529.98	184433	6.50774	1269.97	1109.41	0.149246	1281810	4155.1	0.0976273	1463	1234	1575.88	1639260	191304	177809	14	37090900000	1.01349	56917600000	793775000	0.934928	0.0130385	71.705	246737	11092	498.638	0.0449548	1790.32	130177	31.6232	1349.09	1033.74	0.568538	433985	3776.64	0.94574	1843.64	667399	68680.4	26	57711400000	0.947966	11	16	68.256	4.497363636	203852.4449
17068900000	13815900000	0.488474	0.395383	1.23545	186931	21944	2576.03	0.117391	1348.87	29718.6	11.5921	1346.41	1077.9	0.153339	1219070	4047.06	0.0110932	1313	1189	1428.27	1536810	186931	4724.72	2	30884800000	0.883857	51728700000	1232170000	0.781561	0.0186167	41.9817	257267	10441	423.741	0.0405843	1701.65	20665.2	7.59217	1278.41	1003.87	0.426719	602895	3809.57	0.909102	1751.95	800235	1659.95	3	52960800000	0.800178	10	16	71.33	5.0428	186550.5396
30168500000	27523300000	0.553813	0.505255	1.09611	233397	25516	2789.52	0.109324	1577.92	63901.1	1.11698	1244.61	1076.07	0.16447	1419080	4551.54	0.00210226	1384	1547	1705.82	1907800	233397	17495.3	5	57691800000	1.05907	57663200000	16189200000	0.385315	0.108179	3.56183	386849	17346	777.781	0.0448392	1656.75	193379	-15.394	1566.73	1138.98	0.333783	1158980	4181.3	0.315372	1706.19	1599370	96666.5	16	73852400000	0.493494	11	16	85.575	5.567818182	276480.1311
15879600000	13109100000	0.586017	0.483775	1.21134	164613	18926	2175.97	0.114973	1400.48	460.617	15.4921	1323.52	1076.49	0.130108	1265200	4108.49	0.00913398	1391	1197	1456.68	1662440	164613	1.28889	12	28988600000	1.06979	75927400000	8007070000	0.527071	0.0555834	9.48254	379546	13773	499.796	0.0362881	1822.28	61699.6	60.6597	1093.86	1025.34	0.424284	894557	4221.02	0.654815	1876.93	1101710	10030	7	83934500000	0.582655	8	10	73.49	5.98175	206223.1312
24981000000	9687930000	0.846022	0.328097	2.57857	171836	20396	2420.9	0.118695	1619.94	144180	13.4806	1322.52	824.357	0.110142	1560140	4646.1	0.194585	1406	1547	1698.3	2020410	171836	120976	10	34668900000	1.17412	87783800000	5960770000	0.733097	0.0497794	14.7269	346040	11583	387.718	0.033473	2120.26	8349.65	40.0496	1346.5	986.661	0.307497	1125340	4802.27	0.761831	2173.62	1776860	201.47	1	93744500000	0.782877	8	12	90.801	7.2225	224027.1788
8834120000	6363850000	0.546004	0.393326	1.38817	127199	14236	1593.28	0.111919	1233.74	35156.3	10.6156	1276.56	1267.57	0.146037	871005	3541.47	0.0264191	1177	1093	1305.17	1045690	127199	9716.77	3	15198000000	0.93933	22170800000	2232000000	0.612943	0.0617068	9.93314	190187	8892	415.736	0.046754	1540.36	46523.8	-44.4964	1403.39	1139.85	0.339683	559895	3508.69	0.667603	1586.57	894898	11380.7	7	24402800000	0.67465	8	11	56	3.99825	139342.0033
20402500000	17859400000	0.426206	0.373081	1.1424	218792	25893	3064.31	0.118345	1525.06	318191	27.3776	1281.73	978.422	0.1411	1550620	4556.4	0.00441765	1464	1499	1596.84	1886250	218792	462749	17	38261800000	0.799287	90058400000	5785120000	0.91643	0.058869	15.5673	313482	14810	699.677	0.0472435	2063.54	77752.2	4.01539	1225.31	954.733	0.28288	1108180	4673.16	0.773133	2113.59	1572240	19284.7	9	95843500000	0.975299	9	14	72.191	5.415	216427.7859
20819900000	15676600000	0.449241	0.338262	1.32809	215278	20376	1928.58	0.0946497	1491.19	51540.6	2.26581	1229.76	1173.34	0.172072	1251100	4183.07	0.01986	1392	1223	1575.56	1656320	215278	12339.5	4	36496500000	0.787502	60730500000	10006400000	0.458355	0.0755221	6.06915	364001	11115	339.404	0.0305356	1659.31	86709.8	27.773	1475.91	1192.7	0.367647	990082	4075.99	0.514204	1708.97	1387870	20655.4	11	70736900000	0.533877	11	13	79.643	3.898727273	237745.3259
15261800000	9987680000	0.662852	0.433786	1.52806	151738	17215	1953.08	0.113452	1523.02	294	-2.65479	1230.39	1025.48	0.106828	1420400	4433.63	0.0436309	1357	1355	1584.61	1790970	151738	0.56964	42	25249500000	1.09664	45222000000	3606750000	0.580421	0.0462924	12.5381	279128	8386	251.945	0.0300436	1626.28	392.48	-32.4174	1512.24	1111.6	0.377557	739300	3822.66	0.726363	1674.65	1155670	0.551864	19	48828800000	0.626713	7	8	68.685	5.630714286	191978.5501
14959000000	6399360000	0.438903	0.18776	2.33758	184615	16843	1536.64	0.0912331	1261.82	106701	19.636	1236.9	1069.47	0.186081	992121	3682.88	0.160611	1126	1181	1320.26	1249750	184615	61669.2	9	21358300000	0.626662	42239100000	4575160000	0.462628	0.0501099	9.23225	302163	5317	93.5604	0.0175965	1438.8	4204.61	-24.8823	1584.02	1129.15	0.574687	525787	3290.17	0.647284	1481.59	797176	58.5074	1	46814200000	0.512738	8	12	68.533	4.83725	233699.0545
1554950000	375898000	0.462536	0.111815	4.13663	57981	8801	1335.91	0.151791	917.408	5170.86	11.5958	1309.39	1134.01	0.235618	246081	2129.5	0.372881	474	915	943.123	401162	57981	461.147	16	1930850000	0.574351	22912800000	3414750000	0.532302	0.0793304	6.70994	207472	24725	2946.54	0.119173	1473.27	412115	19.2734	1319.56	1036.79	0.250203	829214	3653.52	0.548481	1516.6	1087050	818611	34	26327500000	0.611633	15	15	126.704	6.572066667	96064.95892
3498790000	759656000	0.810811	0.176043	4.60576	65690	9888	1488.39	0.150525	1164.56	154	-31.8879	1239.24	1006.19	0.186609	352019	2654.89	0.413737	484	1161	1199.5	492579	65690	0.361029	22	4258450000	0.986854	11774400000	4616260000	0.259215	0.101628	2.55063	213127	14875	1038.19	0.0697941	1049.36	178468	7.68246	1526.08	1262.33	0.359307	593162	2937.6	0.190724	1077.54	799881	149446	24	16390600000	0.360843	11	11	168.1	11.56727273	94964.46035
7128540000	2506440000	0.717151	0.252155	2.84409	99700	13802	1910.68	0.138435	1091.5	81178.8	0.238685	1274.77	827.952	0.187191	532612	2824.85	0.230132	766	1081	1124.24	721995	99700	66098.3	12	9634980000	0.969306	1.50E+11	7138380000	0.802996	0.0382641	20.9857	431921	18337	778.489	0.0424545	2200.1	83541.2	-24.2873	1289.73	1317.84	0.464464	929935	4773.17	0.826339	2249.98	1267490	16158.3	9	1.57E+11	0.84126	13	16	136.103	10.46946154	157034.4429
1207590000	995391000	0.613506	0.5057	1.21318	44366	9178	1898.65	0.20687	723.304	50454.9	0.307307	1305.93	1143.7	0.138536	320249	2103.88	0.00927828	595	709	766.142	415858	44366	57379.6	7	2202980000	1.11921	14791400000	868868000	0.648324	0.0380834	17.0238	151046	9702	623.18	0.0642321	1166.93	10	0.769849	1303.59	1011.35	0.39039	386911	2810.98	0.790385	1201.83	515696	0.00066205	10	15660300000	0.686408	10	14	76.667	7.6667	68275.20861
3626430000	1832790000	0.620605	0.313652	1.97864	76442	12944	2191.82	0.169331	960.305	60723	0.339557	1295.68	1069.12	0.143347	533264	2692.73	0.107947	788	936	989.318	698844	76442	48236.3	6	5459220000	0.934258	36590700000	8074310000	0.506441	0.111754	4.53174	268795	19254	1379.18	0.0716308	1603.4	57438.8	1.92951	1487.82	1083.47	0.235876	1139560	4191.86	0.407619	1650	1412720	12274.1	5	44665000000	0.618195	11	16	102.156	9.286909091	109451.2678
4232000000	2184190000	0.608229	0.313915	1.93756	83414	13124	2064.87	0.157336	1042.56	52.9706	-5.28673	1266.4	931.601	0.144234	578324	2836.86	0.101865	838	1041	1071.42	685769	83414	0.033638	12	6416180000	0.922144	1.04E+11	8119380000	0.556964	0.0433772	12.84	432644	16024	593.487	0.0370374	1987.73	29269.1	-10.8371	1433.84	1184.31	0.460875	938745	4538.16	0.731866	2047.37	1108590	1980.1	3	1.12E+11	0.600341	14	18	128.239	9.159928571	145473.2262
5461900000	3502810000	0.678554	0.435168	1.55929	89718	16663	3094.76	0.185726	1062.69	1199.53	4.67017	1299.33	1061.82	0.140557	638304	2949.87	0.0477569	777	1008	1094.58	780773	89718	16.0377	32	8964710000	1.11372	96197400000	3732140000	0.61732	0.0239499	25.7754	394754	15549	612.461	0.0393891	1753.82	77756.4	36.6019	1251.6	1085.2	0.536061	736397	4091.36	0.856189	1802.51	801833	15316	10	99929500000	0.64127	16	16	142.564	7.03825	150879.74
8116930000	885377000	1.5331	0.167227	9.16776	72763	10921	1639.13	0.15009	1305.49	63	4.70658	1350.27	800.126	0.122749	592781	3145.96	0.645291	766	1289	1344.66	828708	72763	0.0545469	9	9002310000	1.70033	1.87E+11	47224300000	0.611506	0.154765	3.9512	552391	23329	985.248	0.0422328	2492.63	24203.2	2.43046	1215.22	965.104	0.280644	1968300	6253.62	0.355284	2584.27	3034860	1060.47	2	2.34E+11	0.766271	14	16	194.637	11.384	145162.6512
4538120000	1670130000	0.548293	0.201783	2.71724	90977	11029	1337.03	0.121228	836.695	24695.8	5.36026	1282.34	1095.51	0.26759	339987	2190.14	0.213412	570	828	868.714	453752	90977	6703.69	4	6208250000	0.750077	23692400000	2146140000	0.459556	0.0416283	11.0395	227057	11502	582.656	0.0506569	1243.54	54545.2	35.3117	1344.19	1091.93	0.458333	495398	2944.88	0.695356	1271.64	609979	13103.2	11	25838500000	0.501185	13	18	102.993	7.922538462	124196.5805
8163750000	1561410000	1.06751	0.204173	5.22844	87450	13231	2001.82	0.151298	1006.71	7	-2.39642	1283.62	1048.68	0.175021	499655	2710.58	0.460895	750	990	1036.91	696295	87450	0.00056032	7	9725160000	1.27168	64945700000	4008960000	0.600521	0.0370689	16.2001	328860	15054	689.117	0.0457763	1694.83	29392.8	0.493033	1420.06	1122.51	0.506599	649153	3759.84	0.780964	1745.46	985919	2627.07	5	68954600000	0.63759	11	14	116.69	10.60818182	132765.584
4604240000	1945110000	0.463562	0.195836	2.36709	99661	12683	1614.06	0.127261	1004.76	10314.5	1.72022	1306.35	977.48	0.187273	532171	2715.72	0.164848	744	974	1034.9	702518	99661	1067.5	1	6549350000	0.659399	40534200000	2787870000	0.57293	0.0394051	14.5395	265987	15514	904.872	0.0583262	1745.73	120750	-13.8884	1352.84	1115.83	0.379962	700035	3953.22	0.759156	1789.03	927504	54816.8	15	43322100000	0.612335	13	15	110.008	8.462153846	134126.7639
4200420000	2307810000	0.866886	0.476287	1.82009	69609	15141	3293.39	0.217515	1163.82	105	-13.1725	1285.49	940.615	0.0899368	773977	3225.54	0.0845663	910	1156	1198.48	960771	69609	0.158385	35	6508230000	1.34317	1.38E+11	10475600000	0.515835	0.0392291	13.1493	516755	18659	673.74	0.036108	2091.48	80973.8	47.8613	1238.45	1011.9	0.410753	1258070	4892.11	0.73728	2154.23	1441560	12688.3	6	1.48E+11	0.555064	14	15	168.499	10.04307143	140421.9956
6693500000	1224510000	0.60951	0.111504	5.46628	104794	9225	812.075	0.0880298	955.586	413.434	17.1056	1258.69	984.194	0.251845	416105	2486.01	0.477071	671	950	989.488	546752	104794	1.63108	3	7918010000	0.721013	89580800000	10549300000	0.456022	0.0537023	8.49167	443215	16859	641.282	0.038038	1796.02	115471	44.4758	1369.33	1210.56	0.419798	1055780	4407.05	0.622977	1842.49	1331730	30083.6	13	1.00E+11	0.509724	12	15	116.353	9.696083333	171880.8227
6100380000	4674220000	0.497385	0.381106	1.30511	110747	16592	2485.8	0.149819	1051.19	31924.2	-8.90197	1293.27	1043.59	0.203579	543999	2868.31	0.01752	761	1017	1129.43	768140	110747	9202.57	4	10774600000	0.878491	32921200000	1563840000	0.557042	0.0264608	21.0516	243105	12256	617.879	0.0504144	1376.04	708.926	36.9885	1248.52	1108.1	0.464398	523484	3203.59	0.826833	1417.22	732130	2.06732	18	34485000000	0.583502	16	17	140.607	7.1363125	127864.0088
13270700000	1008590000	1.07298	0.0815477	13.1576	111212	13931	1745.07	0.125265	1386.14	108736	-16.1514	1270.85	796.887	0.21678	513018	3192.58	0.737423	468	1384	1424.76	630049	111212	106316	14	14279300000	1.15453	94941400000	47118500000	0.247167	0.122667	2.01495	619773	24658	981.032	0.0397855	1691.02	224420	33.688	1419.64	1202.28	0.410268	1510660	4720.42	0.113326	1766.41	1974320	81262.9	16	1.42E+11	0.369833	15	16	203.74	11.07886667	182471.0601
1155250000	526524000	0.747791	0.340818	2.1941	39305	9086	2100.38	0.231166	986.894	71.6985	5.39749	1348.87	1152.72	0.143565	273779	2287.54	0.139761	428	967	1016.5	396475	39305	0.130789	21	1681770000	1.08861	6529890000	474678000	0.417626	0.0303585	13.7565	125043	6187	306.126	0.049479	875.267	8824.38	4.71483	1228.14	972.742	0.528053	236800	2114.38	0.747302	897.957	271309	622.744	2	7004570000	0.447984	11	11	143.913	9.586909091	62756.69467
6486120000	1744250000	0.611083	0.164332	3.71858	103025	15006	2185.68	0.145654	1127.58	138270	5.11359	1292.89	869.226	0.17511	588345	2889.68	0.331942	764	1116	1149.9	750931	103025	185573	12	8230370000	0.775415	79969000000	3190720000	0.61901	0.0246982	25.063	359428	18255	927.154	0.050789	1848.71	30136.6	-5.29939	1350.39	1128.29	0.54753	656453	4118.76	0.852414	1903.32	830433	2526.83	3	83159700000	0.643708	16	16	136.501	8.5313125	152679.9116
5181910000	2624320000	0.487848	0.247065	1.97457	103063	14747	2110.11	0.143087	884.349	126.426	-4.12041	1327.82	1123.5	0.248536	414680	2404.51	0.107345	641	853	916.55	540097	103063	0.155086	6	7806230000	0.734913	56781800000	11389900000	0.307783	0.0617382	4.98529	429519	18712	815.188	0.043565	1438.71	174569	0.315533	1075.69	957.982	0.49899	860776	3745.75	0.443353	1481.87	1189980	70949.8	17	68171700000	0.369521	12	18	105.873	8.82275	164247.1093
4828020000	567112000	1.00259	0.117767	8.51334	69394	10447	1572.76	0.150546	1106.39	107144	7.14579	1341.85	844.116	0.152585	454789	2768.86	0.623735	545	1094	1145.3	594592	69394	165428	14	5395130000	1.12036	52406200000	9607250000	0.350567	0.0642669	5.45486	386639	12734	419.396	0.0329351	1545.36	66613.7	45.7327	1309.48	905.816	0.443422	871944	3767.59	0.476315	1578.53	1125100	11476.8	8	62013400000	0.414834	13	14	173.802	10.23207692	130947.4131
6604560000	2149490000	1.11844	0.364002	3.07262	76845	14406	2700.67	0.187468	1382.57	919.919	-8.36357	1308.81	882.72	0.094479	813355	3475.36	0.258995	812	1378	1424.05	1112040	76845	11.0124	27	8754050000	1.48244	93822100000	10802200000	0.547241	0.0630066	8.68545	414060	27078	1770.8	0.0653963	1906.18	258049	-17.0151	1375.9	1066.22	0.349053	1186240	4690.68	0.62965	1984.92	1488900	160820	21	1.05E+11	0.610248	15	16	197.328	11.03846667	133955.2142
6747250000	1402210000	1.3731	0.285358	4.81187	70099	12765	2324.5	0.1821	1307.83	64.9706	2.95355	1288.55	904.646	0.122052	574339	3085.27	0.430174	592	1305	1347.06	763809	70099	0.0602173	12	8149460000	1.65846	53312500000	2600810000	0.727936	0.0355118	20.4984	270625	19430	1395.01	0.0717968	1600.16	173698	1.26833	1324.34	1133.92	0.391717	690868	3791.48	0.822595	1647.41	780267	111486	22	55913300000	0.763448	13	13	186.001	11.77615385	110701.8583
